checkpoint,self_bleu_mean,self_bleu_std,distinct_2_mean,distinct_2_std,surprisal_mean,surprisal_std,fairy_word_mean,fairy_word_std,fairy_classifier_mean,fairy_classifier_std
base,0.5197448119361073,0.06162115633211003,0.9003506765611141,0.04267332558591801,1.3870589498982955,0.22748974991584808,4.166666666666667,1.5509853498842454,0.6852408250172933,0.1114740439905215
checkpoint-10360,0.5150875420792296,0.0416753618392563,0.9271470271754579,0.03830413141798604,1.556005490339073,0.17719045834616146,3.1666666666666665,1.3186693629901656,0.8033831536769866,0.06918048997400991
checkpoint-20720,0.537195609830045,0.05859985353088643,0.9254887148019791,0.06313210371213561,1.5374486823876699,0.2365703386225326,3.466666666666667,1.3349989596333858,0.807780925432841,0.05608250701745699
checkpoint-31080,0.5481479267578317,0.06246348630317018,0.931552373927306,0.030791136673183055,1.558064318006965,0.1302399998265229,3.3,1.242309676905615,0.8048871755599976,0.07021688413551072
checkpoint-41440,0.5401988090014367,0.04365508797950541,0.9410811587937083,0.025045739430831476,1.6117618242899576,0.1778039743753587,3.6,1.3564659966250536,0.8009815911451975,0.06278080820703001
checkpoint-51800,0.5074036770766923,0.05309150849118641,0.9363022695359117,0.035626192627380544,1.7001076896985372,0.19938931485178202,3.1666666666666665,1.002773930432755,0.8126651664574941,0.0791224375786862
